Id,Title,Price,User_id,ProfileName,review/score,review/text,review/time,Description,Authors,Publisher,PublishedDate,Categories,RatingsCount,AverageRating,review_length,CategoriesList
532,Building Microservices,29.95,151,User 278,4,practical dense practical great clear comprehensive comprehensive challenging practical dense clear insightful dense dense insightful challenging clear great clear dense great practical challenging clear challenging insightful insightful practical,2020-11-15 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,28,['architecture']
551,Building Microservices,41.56,383,User 339,4,clear great comprehensive practical comprehensive comprehensive comprehensive clear comprehensive dense insightful practical comprehensive challenging insightful insightful challenging comprehensive challenging challenging practical comprehensive practical great clear comprehensive great comprehensive dense,2020-11-04 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,29,['architecture']
574,Building Microservices,69.0,226,User 373,1,challenging clear comprehensive dense great dense clear dense insightful great insightful comprehensive insightful clear insightful clear dense dense clear,2020-06-14 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,19,['architecture']
608,Building Microservices,12.58,413,User 178,4,practical great clear challenging insightful comprehensive practical challenging clear clear,2020-03-24 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,10,['architecture']
613,Building Microservices,22.8,268,User 405,3,dense clear insightful comprehensive insightful insightful insightful clear dense clear challenging great,2020-07-14 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,12,['architecture']
621,Building Microservices,66.74,392,User 410,3,practical challenging insightful insightful dense dense great comprehensive challenging practical challenging,2020-06-16 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,11,['architecture']
628,Building Microservices,68.44,187,User 160,4,dense comprehensive clear practical great insightful challenging clear insightful great practical challenging comprehensive clear insightful insightful challenging challenging comprehensive practical clear,2020-09-11 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,21,['architecture']
683,Building Microservices,45.16,113,User 72,5,dense practical comprehensive dense great great comprehensive comprehensive comprehensive dense challenging challenging challenging practical dense clear comprehensive great insightful insightful,2020-11-12 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,20,['architecture']
684,Building Microservices,53.98,159,User 231,5,insightful insightful dense challenging insightful challenging great insightful comprehensive clear practical insightful challenging comprehensive challenging dense clear dense practical clear insightful,2020-08-26 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,21,['architecture']
696,Building Microservices,57.64,28,User 450,3,comprehensive dense dense practical great insightful dense dense clear dense practical challenging comprehensive insightful dense practical dense practical insightful challenging practical comprehensive great practical practical insightful clear comprehensive challenging clear,2020-08-16 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,30,['architecture']
702,Building Microservices,22.1,216,User 496,4,comprehensive great comprehensive practical insightful insightful great challenging dense,2020-08-21 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,9,['architecture']
716,Building Microservices,31.97,85,User 274,3,great practical insightful insightful insightful great insightful insightful insightful comprehensive practical great dense insightful challenging great clear insightful great comprehensive clear comprehensive great practical practical practical challenging dense,2020-05-31 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,28,['architecture']
723,Building Microservices,34.81,222,User 400,2,challenging dense great insightful great clear comprehensive challenging dense practical dense challenging great dense great comprehensive challenging,2020-06-01 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,17,['architecture']
743,Building Microservices,57.92,31,User 326,4,dense comprehensive clear challenging practical dense comprehensive dense clear dense challenging dense great practical comprehensive practical dense,2020-09-11 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,17,['architecture']
745,Building Microservices,14.98,305,User 67,3,insightful great comprehensive dense practical comprehensive practical great great insightful clear great insightful challenging great practical practical insightful dense great comprehensive clear insightful dense great insightful,2020-01-08 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,26,['architecture']
762,Building Microservices,65.55,367,User 162,5,practical clear insightful comprehensive great clear great comprehensive practical challenging clear clear great dense challenging clear insightful clear dense challenging challenging clear insightful,2020-11-21 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,23,['architecture']
784,Building Microservices,29.08,208,User 5,1,insightful comprehensive clear dense great dense clear great great practical challenging comprehensive insightful insightful challenging comprehensive dense clear,2020-05-01 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,18,['architecture']
797,Building Microservices,46.75,276,User 177,5,great dense practical clear insightful dense dense practical dense practical insightful dense great challenging challenging great great practical practical dense challenging,2020-02-19 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,21,['architecture']
816,Building Microservices,63.44,366,User 61,3,practical challenging great dense insightful comprehensive great insightful challenging practical dense dense great challenging clear clear clear great insightful insightful comprehensive insightful practical challenging challenging comprehensive insightful challenging insightful,2020-07-02 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,29,['architecture']
827,Building Microservices,33.88,153,User 468,2,clear clear practical practical great insightful clear insightful comprehensive great comprehensive great practical insightful great clear practical great practical,2020-12-03 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,19,['architecture']
836,Building Microservices,60.36,3,User 386,3,challenging practical practical insightful challenging great insightful insightful challenging dense clear comprehensive challenging insightful practical great great clear great clear great clear practical insightful dense clear dense dense insightful,2020-05-06 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,29,['architecture']
845,Building Microservices,50.69,367,User 63,1,practical practical comprehensive dense dense insightful practical practical challenging great challenging insightful dense insightful dense practical clear clear dense challenging dense insightful clear great clear,2020-07-17 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,25,['architecture']
849,Building Microservices,38.99,129,User 200,3,insightful practical clear clear comprehensive practical dense great dense dense,2020-10-25 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,10,['architecture']
869,Building Microservices,76.07,342,User 492,5,comprehensive clear clear great challenging great challenging challenging practical practical insightful challenging challenging great practical clear practical clear clear comprehensive clear dense,2020-06-02 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,22,['architecture']
921,Building Microservices,54.7,90,User 428,1,comprehensive insightful challenging great dense practical dense challenging comprehensive practical challenging practical challenging practical insightful comprehensive insightful practical,2020-03-06 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,18,['architecture']
955,Building Microservices,57.99,193,User 428,1,insightful great great dense clear practical insightful comprehensive great practical challenging insightful challenging insightful challenging great insightful insightful practical,2020-12-17 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,19,['architecture']
959,Building Microservices,50.42,368,User 334,3,great comprehensive clear clear dense great great comprehensive great great great insightful clear dense great challenging comprehensive clear dense great insightful dense,2020-02-20 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,22,['architecture']
964,Building Microservices,67.63,3,User 102,2,insightful insightful comprehensive practical comprehensive dense clear comprehensive great clear insightful comprehensive comprehensive challenging great insightful clear challenging practical dense challenging challenging,2020-12-22 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,22,['architecture']
968,Building Microservices,66.56,181,User 115,2,great practical comprehensive great clear great comprehensive insightful practical insightful practical dense practical practical comprehensive great great insightful comprehensive dense great insightful insightful,2020-11-03 23:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,23,['architecture']
989,Building Microservices,67.34,84,User 479,1,insightful clear comprehensive comprehensive comprehensive challenging comprehensive great insightful great dense great clear great comprehensive comprehensive challenging comprehensive comprehensive clear practical insightful great great practical comprehensive comprehensive practical clear clear,2020-09-14 22:00:00,Insightful discussion about Building Microservices.,Sam Newman,O'Reilly Media,2019-10-10,architecture,3729,4.18,30,['architecture']
4,Hands-On Machine Learning,45.7,434,User 387,2,challenging practical insightful comprehensive comprehensive great dense practical comprehensive insightful,2020-02-26 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,10,['programming']
5,Hands-On Machine Learning,10.9,181,User 118,4,dense clear great comprehensive dense clear clear dense challenging insightful dense comprehensive dense great dense great clear practical challenging practical great practical dense practical great,2020-01-25 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,25,['programming']
15,Hands-On Machine Learning,61.53,400,User 343,2,insightful great dense clear great clear great great insightful dense challenging practical great insightful dense great practical comprehensive challenging clear,2020-04-07 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,20,['programming']
17,Hands-On Machine Learning,53.83,434,User 214,1,comprehensive comprehensive clear clear dense great comprehensive comprehensive insightful comprehensive challenging clear challenging dense comprehensive practical insightful clear comprehensive dense practical dense dense comprehensive insightful great challenging,2020-11-21 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,27,['programming']
23,Hands-On Machine Learning,23.91,21,User 192,1,great clear clear practical challenging challenging practical insightful comprehensive great practical great challenging challenging clear challenging clear dense comprehensive practical clear clear challenging practical insightful practical,2020-03-07 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,26,['programming']
25,Hands-On Machine Learning,35.56,399,User 123,5,practical dense clear clear practical practical great great dense clear clear comprehensive clear comprehensive practical great challenging comprehensive comprehensive great insightful great dense challenging great dense comprehensive practical great insightful,2020-06-07 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,30,['programming']
26,Hands-On Machine Learning,58.86,378,User 251,1,great dense comprehensive insightful great great insightful great great clear practical dense clear challenging clear comprehensive great comprehensive dense comprehensive,2020-12-10 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,20,['programming']
27,Hands-On Machine Learning,34.44,171,User 311,2,great comprehensive comprehensive clear clear comprehensive comprehensive comprehensive dense insightful clear,2020-01-19 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,11,['programming']
35,Hands-On Machine Learning,24.49,232,User 387,2,dense clear comprehensive comprehensive insightful practical clear challenging comprehensive practical practical great challenging challenging insightful practical insightful practical dense practical comprehensive practical practical comprehensive challenging great great great insightful,2020-08-05 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,29,['programming']
58,Hands-On Machine Learning,74.05,261,User 248,2,dense practical great comprehensive insightful great insightful dense practical challenging practical challenging clear dense insightful challenging great dense comprehensive comprehensive great insightful insightful challenging practical great,2020-03-18 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,26,['programming']
65,Hands-On Machine Learning,64.15,53,User 135,5,clear insightful comprehensive dense challenging dense challenging insightful comprehensive great great challenging comprehensive,2020-02-16 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,13,['programming']
83,Hands-On Machine Learning,61.86,447,User 7,1,dense dense dense insightful comprehensive comprehensive comprehensive challenging challenging challenging insightful clear comprehensive comprehensive practical dense practical great clear great practical practical dense comprehensive,2020-10-04 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,24,['programming']
104,Hands-On Machine Learning,69.5,348,User 289,5,challenging clear practical clear dense insightful insightful great great insightful great comprehensive clear dense great insightful great comprehensive great clear clear great practical clear,2020-09-08 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,24,['programming']
116,Hands-On Machine Learning,74.17,273,User 425,2,great dense practical challenging challenging challenging insightful practical dense practical comprehensive comprehensive great dense challenging insightful insightful comprehensive dense,2020-07-07 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,19,['programming']
138,Hands-On Machine Learning,36.4,297,User 201,2,great great practical insightful challenging practical dense challenging clear insightful comprehensive comprehensive comprehensive clear comprehensive insightful dense dense challenging dense dense,2020-08-18 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,21,['programming']
153,Hands-On Machine Learning,57.18,83,User 319,5,insightful dense comprehensive challenging challenging insightful insightful challenging clear great clear comprehensive great practical clear dense insightful insightful comprehensive dense clear practical insightful dense insightful clear comprehensive,2020-02-11 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,27,['programming']
167,Hands-On Machine Learning,35.13,289,User 61,4,clear dense great insightful challenging comprehensive clear great great practical great comprehensive clear clear dense clear clear challenging dense insightful practical practical insightful insightful great dense challenging,2020-08-03 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,27,['programming']
171,Hands-On Machine Learning,40.19,312,User 333,5,practical comprehensive challenging practical practical insightful great dense challenging challenging dense great challenging clear great practical comprehensive insightful insightful clear insightful dense challenging clear clear clear practical,2020-02-29 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,27,['programming']
187,Hands-On Machine Learning,27.06,11,User 416,1,insightful insightful dense challenging comprehensive great clear great dense great great comprehensive great clear practical practical practical insightful practical great comprehensive insightful practical dense comprehensive,2020-09-27 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,25,['programming']
200,Hands-On Machine Learning,22.75,281,User 180,3,great clear great insightful comprehensive dense challenging clear insightful comprehensive practical great dense clear practical challenging great practical insightful comprehensive clear clear challenging insightful comprehensive,2020-10-03 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,25,['programming']
205,Hands-On Machine Learning,38.15,290,User 306,3,clear dense insightful practical challenging great great comprehensive clear great challenging great dense comprehensive challenging clear clear challenging comprehensive dense dense comprehensive dense challenging great insightful great practical practical insightful,2020-12-03 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,30,['programming']
214,Hands-On Machine Learning,31.27,134,User 465,4,dense great practical challenging challenging insightful challenging challenging great practical challenging dense challenging clear,2020-11-16 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,14,['programming']
228,Hands-On Machine Learning,69.92,266,User 181,3,clear comprehensive practical practical practical dense insightful comprehensive,2020-04-05 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,8,['programming']
240,Hands-On Machine Learning,66.29,174,User 389,4,great comprehensive insightful practical comprehensive practical dense practical dense practical comprehensive great great clear dense practical challenging dense practical challenging challenging comprehensive great insightful comprehensive clear great challenging dense,2020-09-24 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,29,['programming']
269,Hands-On Machine Learning,68.9,310,User 496,2,practical practical comprehensive comprehensive great dense practical great clear practical great dense great great comprehensive,2020-10-10 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,15,['programming']
278,Hands-On Machine Learning,15.03,374,User 490,1,clear challenging practical challenging great insightful great dense comprehensive great clear dense comprehensive dense comprehensive clear,2020-08-10 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,16,['programming']
280,Hands-On Machine Learning,10.62,210,User 131,4,practical practical great clear practical challenging dense dense challenging clear dense dense clear comprehensive great clear dense comprehensive great challenging challenging,2020-12-17 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,21,['programming']
287,Hands-On Machine Learning,10.49,137,User 454,2,practical comprehensive challenging clear great great dense practical practical comprehensive insightful great insightful insightful comprehensive comprehensive dense great insightful great,2020-08-19 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,20,['programming']
317,Hands-On Machine Learning,51.39,250,User 457,1,comprehensive practical challenging practical dense challenging insightful insightful clear comprehensive challenging insightful great insightful insightful dense challenging,2020-06-04 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,17,['programming']
330,Hands-On Machine Learning,76.03,109,User 88,2,challenging comprehensive dense practical clear great clear comprehensive dense great insightful practical comprehensive great clear insightful insightful,2020-08-23 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,17,['programming']
332,Hands-On Machine Learning,41.44,82,User 139,2,insightful comprehensive insightful challenging challenging clear great clear great great clear comprehensive comprehensive dense,2020-03-03 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,14,['programming']
339,Hands-On Machine Learning,54.66,368,User 37,1,comprehensive insightful clear practical comprehensive comprehensive clear comprehensive dense great clear great insightful insightful comprehensive challenging clear insightful comprehensive challenging insightful practical,2020-07-05 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,22,['programming']
354,Hands-On Machine Learning,16.19,348,User 242,3,great comprehensive insightful insightful practical clear dense challenging comprehensive dense great dense challenging insightful challenging insightful dense clear comprehensive challenging insightful practical challenging comprehensive comprehensive great challenging,2020-04-25 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,27,['programming']
359,Hands-On Machine Learning,23.83,81,User 320,4,clear great comprehensive challenging dense great comprehensive dense practical insightful great great challenging comprehensive dense challenging clear challenging challenging insightful great,2020-04-10 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,21,['programming']
363,Hands-On Machine Learning,56.09,452,User 282,2,practical great dense great dense dense clear insightful great dense challenging challenging clear,2020-01-20 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,13,['programming']
370,Hands-On Machine Learning,74.55,8,User 235,3,insightful comprehensive insightful comprehensive clear dense challenging comprehensive insightful practical comprehensive challenging clear dense insightful dense great great insightful challenging dense,2020-08-31 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,21,['programming']
373,Hands-On Machine Learning,32.75,341,User 306,3,comprehensive challenging great great challenging dense challenging comprehensive insightful,2020-07-26 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,9,['programming']
418,Hands-On Machine Learning,64.43,235,User 277,3,clear comprehensive great practical great challenging insightful comprehensive dense great practical clear clear comprehensive clear challenging dense,2020-12-21 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,17,['programming']
425,Hands-On Machine Learning,35.66,363,User 162,4,practical comprehensive practical great insightful clear clear insightful great dense comprehensive clear great dense practical clear great dense great challenging,2020-01-19 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,20,['programming']
443,Hands-On Machine Learning,32.5,477,User 458,2,dense clear clear dense clear insightful insightful insightful practical clear insightful dense great dense clear great insightful dense challenging dense comprehensive comprehensive dense insightful practical challenging,2020-02-08 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,26,['programming']
444,Hands-On Machine Learning,28.36,466,User 310,1,great challenging comprehensive dense great dense great comprehensive practical great comprehensive clear dense,2020-03-07 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,13,['programming']
451,Hands-On Machine Learning,42.37,19,User 38,1,dense comprehensive comprehensive challenging dense clear clear challenging dense comprehensive practical practical challenging challenging great insightful comprehensive dense comprehensive,2020-05-26 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,19,['programming']
469,Hands-On Machine Learning,46.57,137,User 343,3,clear clear dense dense challenging great great insightful,2020-10-20 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,8,['programming']
485,Hands-On Machine Learning,79.78,489,User 167,1,dense dense challenging challenging clear practical comprehensive comprehensive clear,2020-01-11 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,9,['programming']
492,Hands-On Machine Learning,59.66,427,User 443,5,practical practical great great insightful practical clear insightful practical,2020-10-10 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,9,['programming']
493,Hands-On Machine Learning,54.47,175,User 356,3,great insightful comprehensive practical clear challenging challenging practical great dense great comprehensive,2020-02-13 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,12,['programming']
494,Hands-On Machine Learning,46.05,157,User 70,1,great comprehensive dense practical practical practical insightful clear great challenging practical clear practical great insightful dense comprehensive challenging comprehensive insightful clear dense great insightful challenging challenging,2020-03-21 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,26,['programming']
497,Hands-On Machine Learning,34.31,170,User 91,3,practical great insightful dense practical challenging clear insightful practical dense comprehensive clear clear practical challenging clear dense clear great great challenging practical clear challenging clear clear great great dense,2020-12-04 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,29,['programming']
499,Hands-On Machine Learning,28.67,435,User 462,2,dense practical dense clear practical insightful great challenging challenging comprehensive great clear,2020-08-27 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,12,['programming']
539,Hands-On Machine Learning,63.54,104,User 383,3,challenging dense practical comprehensive practical practical clear clear dense comprehensive dense dense practical practical insightful challenging dense challenging insightful clear dense practical great clear comprehensive,2020-09-16 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,25,['programming']
546,Hands-On Machine Learning,19.3,371,User 144,3,great dense practical dense challenging comprehensive comprehensive insightful dense dense dense practical challenging clear,2020-11-02 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,14,['programming']
555,Hands-On Machine Learning,48.6,85,User 85,5,great clear great insightful insightful practical comprehensive great challenging comprehensive challenging practical great clear great comprehensive comprehensive dense comprehensive challenging insightful challenging insightful challenging great great challenging comprehensive dense,2020-06-08 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,29,['programming']
556,Hands-On Machine Learning,55.73,224,User 429,1,great dense comprehensive insightful challenging challenging great comprehensive clear challenging comprehensive clear great comprehensive great practical dense great challenging practical dense great insightful,2020-04-26 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,23,['programming']
566,Hands-On Machine Learning,60.67,140,User 359,5,challenging dense practical practical clear challenging clear insightful practical comprehensive challenging great practical dense,2020-03-23 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,14,['programming']
568,Hands-On Machine Learning,65.15,327,User 58,1,clear insightful practical great comprehensive practical great great great clear comprehensive challenging comprehensive challenging insightful dense practical challenging practical practical insightful practical practical great clear,2020-07-17 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,25,['programming']
573,Hands-On Machine Learning,41.41,420,User 189,2,dense practical comprehensive great comprehensive insightful challenging practical dense,2020-08-26 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,9,['programming']
606,Hands-On Machine Learning,75.5,410,User 481,4,insightful clear comprehensive great comprehensive clear comprehensive clear practical comprehensive practical great insightful clear challenging dense dense practical practical insightful,2020-09-16 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,20,['programming']
611,Hands-On Machine Learning,30.05,130,User 435,1,great dense comprehensive insightful clear practical great clear challenging comprehensive insightful practical comprehensive insightful great dense challenging dense challenging comprehensive great comprehensive dense comprehensive practical practical,2020-05-16 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,26,['programming']
634,Hands-On Machine Learning,32.09,284,User 333,2,comprehensive practical challenging practical clear clear comprehensive comprehensive insightful practical insightful clear dense challenging,2020-03-24 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,14,['programming']
641,Hands-On Machine Learning,10.82,493,User 69,4,challenging dense practical dense great comprehensive great challenging comprehensive great clear dense great dense dense comprehensive comprehensive insightful,2020-05-08 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,18,['programming']
652,Hands-On Machine Learning,38.53,232,User 82,3,dense great comprehensive dense clear insightful insightful comprehensive clear great practical challenging insightful comprehensive comprehensive,2020-10-18 22:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,15,['programming']
663,Hands-On Machine Learning,51.21,171,User 391,2,clear challenging comprehensive challenging dense great great practical,2020-01-07 23:00:00,Insightful discussion about Hands-On Machine Learning.,Aurelien Geron,O'Reilly Media,2015-06-06,programming,817,3.44,8,['programming']
