Id,Title,Price,User_id,profileName,review/score,review/text,review/time
193,Python Data Science Handbook,35.32,357,User 1,4,comprehensive comprehensive insightful great great insightful great practical clear dense clear comprehensive dense practical challenging clear insightful dense comprehensive clear clear,1586469600
194,The Pragmatic Programmer,55.32,317,User 294,2,challenging clear dense great great clear comprehensive great clear comprehensive insightful clear great practical dense practical comprehensive challenging,1602021600
195,Building Microservices,79.64,120,User 374,3,comprehensive practical practical insightful comprehensive insightful challenging dense challenging insightful practical comprehensive comprehensive challenging,1596837600
196,Deep Learning with Python,67.39,106,User 262,2,challenging great dense practical challenging clear challenging clear practical insightful insightful dense practical insightful practical comprehensive dense great,1602194400
197,Designing Data-Intensive Applications,39.09,62,User 304,3,insightful comprehensive clear great insightful great clear clear comprehensive challenging clear great comprehensive comprehensive great challenging comprehensive practical clear practical challenging great great challenging dense,1593295200
198,Building Microservices,60.83,307,User 242,1,clear great clear insightful great comprehensive challenging practical insightful practical comprehensive challenging practical practical practical challenging insightful practical challenging challenging insightful great clear comprehensive dense comprehensive comprehensive,1586988000
199,Clean Code,27.89,419,User 306,2,comprehensive comprehensive clear dense practical dense great dense challenging practical clear practical great clear practical great,1597096800
200,Hands-On Machine Learning,22.75,281,User 180,3,great clear great insightful comprehensive dense challenging clear insightful comprehensive practical great dense clear practical challenging great practical insightful comprehensive clear clear challenging insightful comprehensive,1601762400
201,The Pragmatic Programmer,50.14,447,User 480,4,great dense comprehensive insightful clear insightful clear great challenging insightful comprehensive challenging practical insightful comprehensive great challenging dense,1582412400
202,Data Pipelines Pocket Reference,27.65,331,User 227,1,insightful great great clear clear comprehensive dense challenging dense great clear practical dense comprehensive great dense comprehensive insightful clear practical,1593727200
203,Python Data Science Handbook,60.14,244,User 29,2,challenging challenging great clear clear comprehensive challenging great great comprehensive practical practical clear clear practical,1595628000
204,Building Microservices,22.79,316,User 279,4,insightful challenging dense great challenging clear clear clear practical practical comprehensive dense comprehensive dense challenging clear practical practical dense challenging insightful practical great practical clear practical clear practical,1606950000
205,Hands-On Machine Learning,38.15,290,User 306,3,clear dense insightful practical challenging great great comprehensive clear great challenging great dense comprehensive challenging clear clear challenging comprehensive dense dense comprehensive dense challenging great insightful great practical practical insightful,1607036400
206,Building Microservices,69.73,380,User 320,1,insightful challenging great comprehensive challenging clear challenging insightful challenging insightful challenging clear practical practical comprehensive insightful dense,1594850400
207,Python Data Science Handbook,61.31,27,User 244,3,challenging great challenging challenging clear insightful challenging insightful clear practical insightful comprehensive challenging practical practical great challenging challenging clear challenging,1602540000
208,Python Data Science Handbook,27.78,51,User 3,1,challenging challenging challenging clear great practical practical insightful clear challenging practical challenging comprehensive insightful practical,1586815200
209,The Pragmatic Programmer,42.44,313,User 301,4,comprehensive challenging clear great dense comprehensive comprehensive challenging practical challenging clear comprehensive challenging challenging comprehensive comprehensive dense great great,1583362800
210,Building Microservices,38.34,444,User 198,5,clear insightful dense great clear practical comprehensive comprehensive insightful practical comprehensive clear practical practical great dense clear great insightful clear great clear practical clear,1592344800
211,The Pragmatic Programmer,21.11,258,User 37,4,insightful practical comprehensive great great insightful great comprehensive dense great dense practical practical dense clear clear insightful challenging challenging dense clear great challenging comprehensive challenging great great practical comprehensive,1596405600
212,Data Pipelines Pocket Reference,46.43,116,User 418,1,practical practical practical dense clear practical clear dense insightful challenging challenging comprehensive comprehensive dense comprehensive clear great comprehensive practical dense clear great dense dense great challenging comprehensive clear,1582326000
213,The Pragmatic Programmer,48.48,499,User 254,1,comprehensive challenging insightful dense challenging great dense challenging great great challenging comprehensive practical dense great comprehensive clear insightful insightful practical dense comprehensive comprehensive challenging clear dense great great,1580943600
214,Hands-On Machine Learning,31.27,134,User 465,4,dense great practical challenging challenging insightful challenging challenging great practical challenging dense challenging clear,1605567600
215,Deep Learning with Python,27.52,207,User 225,2,great insightful clear dense clear dense practical clear great clear great practical comprehensive great challenging comprehensive,1602626400
216,Clean Code,75.23,247,User 440,4,dense practical dense practical challenging comprehensive practical clear insightful insightful dense clear great dense practical practical clear dense dense comprehensive practical clear practical practical,1587420000
217,The Pragmatic Programmer,10.28,363,User 145,3,insightful dense practical great challenging great challenging insightful clear insightful insightful great comprehensive dense comprehensive challenging practical dense dense clear practical insightful,1598479200
218,Building Microservices,62.13,486,User 430,5,comprehensive clear practical dense practical great practical insightful great great,1581116400
219,The Pragmatic Programmer,69.94,245,User 361,4,dense great dense practical great comprehensive practical insightful clear,1585177200
220,Python Data Science Handbook,57.51,446,User 230,3,comprehensive practical challenging dense dense comprehensive great challenging clear dense great insightful insightful practical challenging dense practical insightful,1578697200
221,Data Pipelines Pocket Reference,28.63,250,User 497,5,insightful comprehensive practical practical practical dense practical comprehensive challenging,1583449200
222,Designing Data-Intensive Applications,70.81,495,User 325,4,clear clear comprehensive challenging practical practical comprehensive insightful dense clear great dense challenging insightful comprehensive challenging comprehensive great clear practical great great,1595368800
223,Designing Data-Intensive Applications,70.87,353,User 396,1,practical great clear challenging great dense dense great challenging practical insightful dense challenging clear challenging comprehensive practical dense practical,1599343200
224,Building Microservices,14.19,148,User 160,5,comprehensive comprehensive insightful practical dense comprehensive comprehensive great insightful challenging insightful clear practical comprehensive challenging practical dense insightful clear insightful comprehensive insightful practical clear clear comprehensive insightful dense,1587074400
225,Introduction to Algorithms,53.1,108,User 453,5,challenging great challenging great practical dense clear comprehensive practical dense clear comprehensive dense practical clear clear challenging practical comprehensive challenging challenging insightful comprehensive practical dense challenging practical insightful,1579820400
226,Effective Python,32.72,26,User 49,5,challenging dense challenging clear clear practical great comprehensive comprehensive great insightful insightful comprehensive,1582498800
227,Effective Python,12.45,122,User 154,2,dense comprehensive insightful clear comprehensive clear challenging practical,1599948000
228,Hands-On Machine Learning,69.92,266,User 181,3,clear comprehensive practical practical practical dense insightful comprehensive,1586124000
229,The Pragmatic Programmer,29.24,27,User 454,5,great challenging great dense insightful great insightful challenging insightful clear great challenging comprehensive comprehensive challenging clear insightful practical insightful great clear challenging comprehensive dense challenging challenging dense practical,1594504800
230,Designing Data-Intensive Applications,28.35,436,User 293,5,dense great dense practical great clear practical challenging challenging insightful clear challenging practical insightful practical great challenging dense dense dense great comprehensive great clear challenging,1606431600
231,Building Microservices,73.27,494,User 154,3,great practical great practical practical insightful great great comprehensive great comprehensive practical great dense practical clear challenging insightful dense practical insightful clear practical practical practical clear,1597010400
232,Designing Data-Intensive Applications,67.61,384,User 216,5,insightful clear practical clear great dense dense great comprehensive comprehensive challenging clear challenging dense challenging great clear comprehensive clear great insightful great comprehensive comprehensive comprehensive,1595714400
233,Building Microservices,46.53,498,User 53,5,dense challenging dense clear insightful clear clear practical clear clear dense clear practical dense insightful dense comprehensive clear dense dense insightful practical great comprehensive insightful clear challenging comprehensive challenging,1599084000
234,Designing Data-Intensive Applications,72.87,495,User 236,2,insightful insightful insightful comprehensive dense challenging comprehensive clear practical insightful great great insightful clear practical dense clear dense challenging dense dense clear,1579302000
235,Python Data Science Handbook,64.17,419,User 411,2,practical insightful dense great clear great dense insightful great insightful comprehensive clear insightful dense great clear challenging challenging challenging challenging insightful great comprehensive challenging comprehensive comprehensive,1579215600
236,Python Data Science Handbook,16.94,400,User 282,1,practical great insightful clear dense dense great comprehensive challenging dense practical comprehensive practical practical practical practical comprehensive practical challenging insightful dense challenging challenging practical dense great,1598565600
237,The Pragmatic Programmer,10.77,97,User 427,5,dense practical practical great great practical clear insightful clear challenging dense practical clear dense practical insightful dense great,1585864800
238,Building Microservices,44.33,339,User 174,5,practical comprehensive comprehensive great clear practical great insightful clear great dense challenging challenging great challenging clear practical practical challenging challenging practical insightful clear,1596405600
239,The Pragmatic Programmer,53.45,491,User 55,2,great dense dense insightful comprehensive practical practical practical challenging,1593727200
240,Hands-On Machine Learning,66.29,174,User 389,4,great comprehensive insightful practical comprehensive practical dense practical dense practical comprehensive great great clear dense practical challenging dense practical challenging challenging comprehensive great insightful comprehensive clear great challenging dense,1600984800
241,Clean Code,10.45,467,User 38,5,practical insightful clear clear clear great insightful comprehensive practical comprehensive clear comprehensive clear clear comprehensive comprehensive,1588716000
242,Data Pipelines Pocket Reference,68.35,299,User 100,5,dense dense dense clear dense great clear challenging great practical dense challenging great great comprehensive dense comprehensive clear practical practical clear insightful challenging practical dense practical dense clear comprehensive,1598306400
243,Deep Learning with Python,25.47,49,User 42,4,insightful challenging challenging challenging great dense practical insightful great dense practical clear dense clear great clear challenging comprehensive comprehensive insightful great practical clear clear great comprehensive,1578438000
244,The Pragmatic Programmer,77.22,205,User 248,2,great dense practical clear challenging challenging challenging insightful challenging great clear comprehensive dense dense challenging practical great great insightful practical practical challenging great dense insightful comprehensive clear practical,1585004400
245,Data Pipelines Pocket Reference,60.31,225,User 39,5,great dense dense clear great clear insightful comprehensive comprehensive comprehensive dense,1581030000
246,Clean Code,69.54,246,User 20,5,dense insightful comprehensive clear comprehensive dense challenging comprehensive challenging clear insightful practical great insightful practical insightful dense,1592863200
247,Effective Python,77.64,333,User 484,1,comprehensive dense challenging challenging comprehensive clear dense insightful practical insightful insightful comprehensive dense comprehensive challenging dense great practical practical clear practical,1586642400
248,Effective Python,60.05,246,User 148,2,insightful challenging challenging dense dense challenging great clear comprehensive insightful dense insightful practical,1607382000
249,Data Pipelines Pocket Reference,37.14,143,User 85,2,dense practical comprehensive insightful challenging dense practical dense insightful clear comprehensive challenging practical challenging comprehensive great practical clear,1591480800
250,Introduction to Algorithms,49.71,368,User 23,1,great clear clear clear practical challenging challenging insightful dense great challenging great challenging comprehensive,1577919600
251,Data Pipelines Pocket Reference,29.62,145,User 235,1,insightful insightful clear challenging comprehensive dense challenging challenging practical dense great dense dense comprehensive insightful insightful comprehensive practical practical challenging great insightful insightful dense challenging comprehensive,1608678000
252,Python Data Science Handbook,12.51,319,User 253,2,dense clear practical practical dense insightful insightful insightful clear comprehensive great dense practical great challenging clear insightful comprehensive,1603839600
253,Deep Learning with Python,66.95,368,User 364,2,dense challenging dense clear challenging insightful great clear clear challenging comprehensive great clear insightful insightful challenging insightful dense insightful comprehensive,1588716000
254,Deep Learning with Python,69.98,166,User 280,5,insightful challenging dense comprehensive challenging challenging dense clear comprehensive practical comprehensive dense great practical practical comprehensive clear dense challenging clear practical challenging comprehensive practical practical insightful challenging dense great practical,1578524400
255,Introduction to Algorithms,74.22,328,User 343,4,comprehensive practical challenging practical insightful clear insightful comprehensive insightful comprehensive great insightful clear insightful practical practical dense dense practical clear clear insightful great challenging practical comprehensive,1588975200
256,Building Microservices,17.52,122,User 318,3,dense great comprehensive comprehensive clear challenging clear practical great challenging comprehensive comprehensive practical,1588543200
257,Building Microservices,18.53,315,User 215,1,comprehensive clear comprehensive insightful comprehensive clear insightful challenging comprehensive insightful insightful clear comprehensive dense insightful dense clear great dense comprehensive comprehensive practical insightful clear insightful insightful practical great practical,1581548400
258,Deep Learning with Python,41.64,314,User 244,5,practical dense dense dense practical practical comprehensive great great dense insightful dense clear challenging challenging challenging,1597788000
259,The Pragmatic Programmer,13.93,457,User 492,1,great clear clear clear dense comprehensive dense insightful practical clear,1582844400
260,Python Data Science Handbook,24.48,249,User 53,2,great insightful practical challenging dense comprehensive practical insightful dense dense comprehensive,1579561200
261,Python Data Science Handbook,32.79,165,User 411,1,great challenging challenging dense comprehensive practical comprehensive comprehensive insightful dense insightful dense insightful dense dense challenging practical comprehensive great clear clear comprehensive practical clear challenging clear insightful insightful,1586124000
262,Deep Learning with Python,55.16,106,User 108,5,insightful clear insightful challenging clear dense practical clear dense practical practical,1578870000
263,Clean Code,52.48,418,User 68,3,insightful practical dense challenging insightful insightful great practical clear great,1595455200
264,Clean Code,52.46,63,User 298,4,practical dense dense clear great practical comprehensive challenging challenging comprehensive great practical great challenging dense comprehensive challenging insightful challenging dense practical comprehensive insightful dense dense challenging challenging practical clear great,1597183200
265,Deep Learning with Python,33.05,378,User 331,3,comprehensive comprehensive great dense clear great practical dense practical challenging practical practical challenging clear challenging dense great great practical great,1577833200
266,Effective Python,41.19,335,User 431,4,clear dense insightful comprehensive dense dense practical dense challenging great clear clear clear clear,1600120800
267,Python Data Science Handbook,48.68,196,User 2,4,dense clear clear clear great great dense great comprehensive challenging insightful dense dense comprehensive,1600984800
268,Clean Code,56.81,413,User 399,3,comprehensive insightful great challenging challenging insightful clear practical great comprehensive comprehensive practical dense practical insightful challenging practical insightful challenging clear clear clear challenging clear clear,1581289200
269,Hands-On Machine Learning,68.9,310,User 496,2,practical practical comprehensive comprehensive great dense practical great clear practical great dense great great comprehensive,1602367200
270,Data Pipelines Pocket Reference,71.8,136,User 131,2,clear comprehensive insightful great insightful dense comprehensive dense great comprehensive great insightful comprehensive clear great insightful clear comprehensive insightful practical,1578178800
271,Effective Python,62.67,306,User 280,1,insightful comprehensive practical clear great practical clear dense comprehensive great great challenging practical insightful insightful practical,1600120800
272,Deep Learning with Python,49.33,470,User 178,5,practical clear practical insightful dense dense great insightful challenging comprehensive challenging clear great challenging clear great practical comprehensive clear dense challenging,1592776800
273,Designing Data-Intensive Applications,22.8,340,User 12,2,clear clear practical great comprehensive clear challenging comprehensive challenging challenging comprehensive practical comprehensive insightful challenging,1607814000
274,Designing Data-Intensive Applications,35.18,482,User 26,4,challenging challenging comprehensive clear practical great clear great challenging practical practical great challenging challenging great great,1608073200
275,Designing Data-Intensive Applications,72.57,388,User 438,3,great comprehensive dense great insightful challenging dense practical insightful insightful dense practical comprehensive great comprehensive great challenging insightful insightful practical great insightful great comprehensive challenging challenging dense insightful challenging dense,1580511600
276,Building Microservices,77.86,154,User 32,1,challenging clear great great insightful challenging clear dense dense clear insightful comprehensive challenging comprehensive insightful practical practical clear dense clear insightful practical dense great great clear practical comprehensive,1592085600
277,Introduction to Algorithms,33.49,354,User 392,4,comprehensive insightful clear challenging dense practical clear great practical great practical dense great comprehensive great clear dense clear practical clear,1598047200
278,Hands-On Machine Learning,15.03,374,User 490,1,clear challenging practical challenging great insightful great dense comprehensive great clear dense comprehensive dense comprehensive clear,1597096800
279,Data Pipelines Pocket Reference,57.16,187,User 209,4,clear comprehensive challenging practical dense comprehensive great great practical comprehensive clear clear,1605222000
280,Hands-On Machine Learning,10.62,210,User 131,4,practical practical great clear practical challenging dense dense challenging clear dense dense clear comprehensive great clear dense comprehensive great challenging challenging,1608246000
281,Python Data Science Handbook,35.67,59,User 290,1,challenging great practical dense dense great comprehensive challenging challenging dense practical dense great clear practical challenging,1593208800
282,Python Data Science Handbook,45.47,113,User 213,3,challenging dense comprehensive challenging challenging comprehensive insightful comprehensive comprehensive great insightful great,1607382000
283,Deep Learning with Python,36.63,310,User 136,5,insightful dense challenging insightful clear clear challenging dense dense dense challenging practical practical insightful dense comprehensive insightful great,1597960800
284,Introduction to Algorithms,16.86,468,User 36,2,comprehensive practical dense dense dense challenging dense great insightful insightful,1583017200
285,Building Microservices,51.06,218,User 30,2,comprehensive challenging practical clear clear insightful dense dense great dense dense comprehensive great dense comprehensive great challenging practical challenging practical,1605740400
286,Python Data Science Handbook,74.84,334,User 139,2,dense challenging dense clear challenging practical dense great insightful great practical practical great practical comprehensive practical challenging challenging dense clear clear challenging,1579302000
287,Hands-On Machine Learning,10.49,137,User 454,2,practical comprehensive challenging clear great great dense practical practical comprehensive insightful great insightful insightful comprehensive comprehensive dense great insightful great,1597874400
288,Data Pipelines Pocket Reference,66.16,274,User 429,3,insightful challenging challenging comprehensive insightful dense challenging great comprehensive comprehensive clear practical clear dense practical dense great dense dense comprehensive,1594677600
289,Introduction to Algorithms,23.66,59,User 11,3,great great clear clear comprehensive clear dense insightful practical practical clear challenging clear great insightful challenging clear practical challenging comprehensive great comprehensive,1600725600
290,The Pragmatic Programmer,31.91,343,User 164,3,practical practical comprehensive challenging dense great challenging challenging challenging comprehensive dense great challenging great comprehensive great insightful great clear challenging clear great challenging clear dense great challenging great,1592085600
291,Deep Learning with Python,32.49,297,User 77,2,great comprehensive great dense practical practical comprehensive insightful dense practical challenging dense great insightful insightful clear practical practical clear challenging comprehensive challenging comprehensive dense comprehensive dense,1588888800
292,Python Data Science Handbook,26.42,388,User 198,4,challenging insightful great dense great insightful great insightful dense,1605913200
293,Introduction to Algorithms,62.66,345,User 273,4,challenging challenging insightful comprehensive clear dense great clear practical practical insightful insightful clear insightful great challenging challenging great dense comprehensive challenging challenging,1588543200
294,Building Microservices,36.69,290,User 79,4,clear practical insightful clear dense challenging great dense clear challenging insightful clear comprehensive comprehensive insightful insightful challenging great practical insightful challenging great,1590357600
295,Clean Code,75.07,47,User 296,3,comprehensive clear clear insightful great practical comprehensive clear practical,1596232800
296,Building Microservices,54.04,417,User 251,1,clear clear comprehensive great challenging practical insightful great,1586988000
297,Data Pipelines Pocket Reference,59.71,440,User 438,1,comprehensive dense challenging clear practical comprehensive comprehensive insightful insightful comprehensive insightful practical dense dense great insightful clear comprehensive challenging great practical practical great practical clear dense dense clear insightful,1592258400
298,Deep Learning with Python,36.27,412,User 406,2,dense comprehensive great great practical great comprehensive comprehensive insightful challenging challenging great challenging comprehensive great great challenging dense clear,1579302000
299,Deep Learning with Python,45.44,116,User 149,3,comprehensive comprehensive insightful insightful great clear great comprehensive comprehensive great comprehensive dense practical dense clear comprehensive challenging challenging insightful insightful challenging challenging practical,1578697200
300,Python Data Science Handbook,17.85,295,User 4,4,comprehensive comprehensive practical great clear dense comprehensive insightful clear great practical,1598565600
301,Clean Code,50.72,135,User 366,2,comprehensive great dense clear clear insightful dense clear comprehensive dense insightful insightful comprehensive dense comprehensive challenging,1591308000
302,Clean Code,15.57,189,User 287,3,comprehensive great clear comprehensive clear challenging practical great practical practical challenging great dense comprehensive comprehensive clear great practical practical clear insightful great comprehensive,1597528800
303,Designing Data-Intensive Applications,41.32,208,User 106,5,insightful clear great comprehensive clear comprehensive challenging clear clear clear dense dense challenging great challenging great challenging dense great great clear great dense,1602885600
304,Effective Python,35.24,59,User 366,3,dense insightful insightful clear insightful great great dense great challenging,1582671600
305,Deep Learning with Python,19.46,16,User 417,4,comprehensive practical practical clear comprehensive dense dense comprehensive challenging insightful practical clear comprehensive practical challenging clear clear comprehensive practical clear dense,1600984800
306,Data Pipelines Pocket Reference,44.95,451,User 179,1,challenging clear comprehensive challenging clear great insightful comprehensive comprehensive practical challenging practical comprehensive challenging practical comprehensive practical great challenging insightful insightful clear,1581980400
307,Designing Data-Intensive Applications,50.44,341,User 453,3,clear dense comprehensive comprehensive dense challenging insightful great great dense,1603317600
308,Introduction to Algorithms,64.85,83,User 385,2,dense clear dense insightful comprehensive practical comprehensive comprehensive comprehensive,1585692000
309,Building Microservices,33.68,437,User 455,2,challenging practical practical practical practical practical challenging challenging great practical challenging challenging practical comprehensive practical,1579993200
310,Clean Code,73.8,484,User 107,4,comprehensive comprehensive dense great challenging clear clear challenging dense great,1584226800
311,Building Microservices,50.18,172,User 355,4,challenging comprehensive insightful practical dense clear challenging comprehensive clear great,1591135200
312,Designing Data-Intensive Applications,24.09,67,User 150,2,comprehensive dense challenging dense challenging great dense challenging dense comprehensive comprehensive clear insightful dense comprehensive great insightful insightful challenging great practical insightful,1579042800
313,Deep Learning with Python,61.18,87,User 37,1,dense clear practical great great insightful great challenging great challenging clear dense comprehensive,1585090800
314,Building Microservices,20.1,320,User 122,2,comprehensive great comprehensive comprehensive clear insightful clear challenging dense great insightful insightful clear comprehensive insightful comprehensive challenging dense great clear clear,1608591600
315,Introduction to Algorithms,26.71,491,User 456,1,insightful comprehensive challenging insightful practical practical insightful challenging,1605567600
316,Designing Data-Intensive Applications,48.34,434,User 38,5,practical dense comprehensive dense comprehensive great dense dense dense challenging dense insightful practical great great great great comprehensive,1605740400
317,Hands-On Machine Learning,51.39,250,User 457,1,comprehensive practical challenging practical dense challenging insightful insightful clear comprehensive challenging insightful great insightful insightful dense challenging,1591308000
318,Data Pipelines Pocket Reference,66.52,247,User 12,1,dense practical practical challenging dense insightful practical insightful dense comprehensive,1578438000
319,Building Microservices,50.61,436,User 361,1,clear insightful great insightful practical clear comprehensive dense comprehensive great great great clear,1588716000
320,Designing Data-Intensive Applications,25.32,356,User 266,4,challenging dense great clear great practical clear great,1597701600
321,Python Data Science Handbook,53.51,358,User 222,3,insightful practical practical practical challenging great dense challenging insightful comprehensive dense clear comprehensive challenging clear clear great dense great comprehensive insightful,1597183200
322,Data Pipelines Pocket Reference,66.86,218,User 43,2,great dense dense clear comprehensive challenging challenging dense comprehensive great great great comprehensive dense,1608505200
323,Clean Code,19.3,24,User 419,4,challenging clear clear clear challenging comprehensive dense great great challenging comprehensive comprehensive comprehensive challenging comprehensive great challenging comprehensive comprehensive insightful practical dense comprehensive challenging great,1590530400
324,Introduction to Algorithms,75.49,498,User 83,5,dense great insightful practical comprehensive challenging practical comprehensive comprehensive challenging comprehensive practical great clear dense comprehensive,1595282400
325,Data Pipelines Pocket Reference,15.45,85,User 136,3,clear practical clear dense practical insightful practical great clear practical great,1608764400
326,Clean Code,52.78,64,User 180,4,clear practical clear dense dense clear comprehensive clear dense dense challenging practical insightful insightful clear challenging insightful dense challenging challenging insightful insightful great great insightful practical dense practical,1598047200
327,Python Data Science Handbook,19.68,315,User 277,4,dense great clear challenging comprehensive great great comprehensive dense insightful challenging comprehensive clear insightful practical clear challenging practical practical dense great clear insightful,1584226800
328,Introduction to Algorithms,31.18,339,User 269,3,great clear great practical practical challenging comprehensive comprehensive challenging,1590444000
329,Deep Learning with Python,52.16,102,User 307,1,clear great insightful insightful challenging challenging comprehensive practical challenging challenging comprehensive dense comprehensive,1586901600
330,Hands-On Machine Learning,76.03,109,User 88,2,challenging comprehensive dense practical clear great clear comprehensive dense great insightful practical comprehensive great clear insightful insightful,1598220000
331,Introduction to Algorithms,79.35,319,User 487,5,challenging comprehensive insightful clear comprehensive comprehensive comprehensive practical clear dense great clear comprehensive clear dense great,1595368800
332,Hands-On Machine Learning,41.44,82,User 139,2,insightful comprehensive insightful challenging challenging clear great clear great great clear comprehensive comprehensive dense,1583276400
333,Python Data Science Handbook,51.38,77,User 465,2,challenging clear challenging insightful practical challenging dense insightful dense insightful comprehensive comprehensive comprehensive great challenging practical comprehensive great insightful great dense challenging dense comprehensive dense clear insightful clear comprehensive clear,1584572400
334,Clean Code,71.24,332,User 475,2,dense clear comprehensive dense practical dense insightful dense insightful dense clear clear,1577833200
335,Effective Python,30.2,40,User 137,2,dense insightful great challenging comprehensive dense dense great clear clear insightful practical dense comprehensive clear comprehensive practical great clear clear challenging,1607986800
336,Deep Learning with Python,66.16,220,User 421,2,great great challenging insightful challenging challenging clear clear insightful comprehensive comprehensive challenging comprehensive practical practical insightful insightful challenging challenging great practical challenging practical dense practical practical challenging comprehensive dense clear,1595541600
337,Effective Python,32.42,432,User 115,5,insightful great great dense practical clear practical clear clear comprehensive great practical challenging clear clear challenging great clear practical clear practical practical dense great insightful,1598047200
338,Introduction to Algorithms,27.36,230,User 255,4,challenging great dense dense practical insightful dense challenging practical clear great clear practical,1592085600
339,Hands-On Machine Learning,54.66,368,User 37,1,comprehensive insightful clear practical comprehensive comprehensive clear comprehensive dense great clear great insightful insightful comprehensive challenging clear insightful comprehensive challenging insightful practical,1593986400
340,Deep Learning with Python,26.32,170,User 291,3,dense dense insightful insightful challenging comprehensive insightful clear great challenging comprehensive comprehensive clear comprehensive comprehensive clear dense practical great practical clear great dense challenging,1601244000
341,Deep Learning with Python,12.91,56,User 226,2,comprehensive great insightful insightful insightful comprehensive comprehensive challenging comprehensive comprehensive,1581030000
342,Python Data Science Handbook,62.5,393,User 410,1,challenging great dense practical clear insightful comprehensive clear,1588543200
343,Building Microservices,56.62,433,User 172,2,clear dense challenging dense comprehensive clear challenging dense dense great insightful great challenging insightful insightful insightful dense dense great challenging great comprehensive insightful,1605394800
344,Python Data Science Handbook,55.03,190,User 169,1,great practical insightful insightful insightful dense dense insightful practical clear dense practical,1581894000
345,Clean Code,56.26,384,User 46,2,challenging great clear insightful insightful practical challenging dense comprehensive insightful insightful great comprehensive challenging challenging dense dense great insightful insightful challenging,1587333600
346,Clean Code,10.1,148,User 245,1,comprehensive comprehensive dense clear dense practical insightful challenging great dense clear practical,1586642400
347,Deep Learning with Python,35.2,398,User 416,1,comprehensive clear great dense clear practical insightful practical insightful insightful insightful comprehensive great,1603839600
348,Data Pipelines Pocket Reference,22.01,373,User 480,1,dense great practical great challenging challenging practical dense great insightful comprehensive challenging comprehensive clear challenging dense dense challenging challenging,1584054000
349,The Pragmatic Programmer,21.78,235,User 223,5,insightful practical comprehensive great practical practical insightful practical great insightful challenging practical great challenging insightful clear comprehensive practical challenging comprehensive great challenging insightful insightful,1581289200
350,Python Data Science Handbook,53.51,99,User 117,3,great comprehensive dense dense comprehensive practical dense great dense challenging clear dense insightful clear comprehensive clear insightful insightful challenging practical comprehensive clear,1593554400
351,Building Microservices,38.08,354,User 433,3,clear dense practical dense comprehensive challenging great challenging,1589580000
352,Introduction to Algorithms,12.8,239,User 277,4,dense challenging clear clear clear comprehensive clear insightful great insightful great comprehensive challenging comprehensive insightful practical comprehensive dense dense dense practical challenging clear great great great dense comprehensive,1603058400
353,Data Pipelines Pocket Reference,20.3,164,User 349,4,dense challenging practical clear dense clear challenging great practical comprehensive comprehensive practical practical insightful comprehensive insightful challenging dense challenging great dense insightful dense comprehensive great,1602712800
354,Hands-On Machine Learning,16.19,348,User 242,3,great comprehensive insightful insightful practical clear dense challenging comprehensive dense great dense challenging insightful challenging insightful dense clear comprehensive challenging insightful practical challenging comprehensive comprehensive great challenging,1587852000
355,Introduction to Algorithms,64.88,96,User 29,2,great dense comprehensive challenging insightful great comprehensive comprehensive practical clear dense dense insightful comprehensive comprehensive great,1597356000
356,Designing Data-Intensive Applications,62.79,391,User 127,5,comprehensive practical great practical clear practical insightful insightful dense dense insightful clear challenging dense clear practical clear great dense practical clear great comprehensive challenging great challenging,1587074400
357,Python Data Science Handbook,51.68,171,User 484,2,great practical practical clear insightful insightful comprehensive great practical practical great dense clear insightful great insightful dense challenging comprehensive,1593986400
358,Building Microservices,60.98,189,User 20,5,insightful insightful practical clear great clear challenging insightful clear comprehensive great dense comprehensive clear practical clear clear great dense great great practical challenging great comprehensive comprehensive great,1585090800
359,Hands-On Machine Learning,23.83,81,User 320,4,clear great comprehensive challenging dense great comprehensive dense practical insightful great great challenging comprehensive dense challenging clear challenging challenging insightful great,1586556000
360,The Pragmatic Programmer,15.38,191,User 189,5,comprehensive insightful practical dense great comprehensive comprehensive dense clear insightful dense clear dense dense,1592863200
361,Designing Data-Intensive Applications,24.25,30,User 209,2,great practical challenging practical dense insightful practical clear comprehensive insightful great dense challenging insightful clear practical dense great challenging great,1595109600
362,Clean Code,77.23,142,User 275,4,comprehensive clear challenging challenging insightful dense dense challenging great comprehensive great insightful challenging challenging insightful great dense challenging challenging insightful comprehensive dense comprehensive practical,1597269600
363,Hands-On Machine Learning,56.09,452,User 282,2,practical great dense great dense dense clear insightful great dense challenging challenging clear,1579561200
364,Effective Python,79.75,306,User 136,5,clear comprehensive clear practical dense dense practical clear dense insightful practical practical clear,1592690400
365,Deep Learning with Python,27.02,273,User 377,3,great challenging practical clear practical comprehensive clear comprehensive,1578351600
366,The Pragmatic Programmer,68.99,57,User 27,4,comprehensive comprehensive practical comprehensive clear challenging comprehensive insightful challenging insightful clear dense dense challenging great comprehensive practical comprehensive dense,1595714400
367,Building Microservices,59.16,60,User 95,3,comprehensive great dense comprehensive clear practical challenging insightful dense challenging dense comprehensive practical comprehensive dense,1587938400
368,The Pragmatic Programmer,31.64,130,User 248,2,challenging dense great practical challenging clear great challenging dense great dense great great challenging insightful,1592172000
369,Effective Python,40.61,82,User 55,2,dense dense comprehensive practical clear great clear clear practical insightful dense challenging great challenging insightful practical great clear great dense challenging clear clear insightful,1604358000
